DAT Export 	 data_sample.sac 
 	 5.046875 
 	 5.062500 
 	 5.078125 
 	 5.093750 
 	 5.109375 
 	 5.125000 
 	 5.140625 
 	 5.156250 
 	 5.171875 
 	 5.187500 
 	 5.203125 
 	 5.218750 
 	 5.234375 
 	 5.250000 
 	 5.265625 
 	 5.281250 
 	 5.296875 
 	 5.312500 
 	 5.328125 
 	 5.343750 
 	 5.359375 
 	 5.375000 
 	 5.390625 
 	 5.406250 
 	 5.421875 
 	 5.437500 
 	 5.453125 
 	 5.468750 
 	 5.484375 
 	 5.500000 
 	 5.515625 
 	 5.531250 
 	 5.546875 
 	 5.562500 
 	 5.578125 
 	 5.593750 
 	 5.609375 
 	 5.625000 
 	 5.640625 
 	 5.656250 
 	 5.671875 
 	 5.687500 
 	 5.703125 
 	 5.718750 
 	 5.734375 
 	 5.750000 
 	 5.765625 
 	 5.781250 
 	 5.796875 
 	 5.812500 
 	 5.828125 
 	 5.843750 
 	 5.859375 
 	 5.875000 
 	 5.890625 
 	 5.906250 
 	 5.921875 
 	 5.937500 
 	 5.953125 
 	 5.968750 
 	 5.984375 
 	 6.000000 
 	 6.015625 
 	 6.031250 
 	 6.046875 
 	 6.062500 
 	 6.078125 
 	 6.093750 
 	 6.109375 
 	 6.125000 
 	 6.140625 
 	 6.156250 
 	 6.171875 
 	 6.187500 
 	 6.203125 
 	 6.218750 
 	 6.234375 
 	 6.250000 
 	 6.265625 
 	 6.281250 
 	 6.296875 
 	 6.312500 
 	 6.328125 
 	 6.343750 
 	 6.359375 
 	 6.375000 
 	 6.390625 
 	 6.406250 
 	 6.421875 
 	 6.437500 
 	 6.453125 
 	 6.468750 
 	 6.484375 
 	 6.500000 
 	 6.515625 
 	 6.531250 
 	 6.546875 
 	 6.562500 
 	 6.578125 
 	 6.593750 
 	 6.609375 
 	 6.625000 
 	 6.640625 
 	 6.656250 
 	 6.671875 
 	 6.687500 
 	 6.703125 
 	 6.718750 
 	 6.734375 
 	 6.750000 
 	 6.765625 
 	 6.781250 
 	 6.796875 
 	 6.812500 
 	 6.828125 
 	 6.843750 
 	 6.859375 
 	 6.875000 
 	 6.890625 
 	 6.906250 
 	 6.921875 
 	 6.937500 
 	 6.953125 
 	 6.968750 
 	 6.984375 
 	 7.000000 
 	 7.015625 
 	 7.031250 
 	 7.046875 
 	 7.062500 
 	 7.078125 
 	 7.093750 
 	 7.109375 
 	 7.125000 
 	 7.140625 
 	 7.156250 
 	 7.171875 
 	 7.187500 
 	 7.203125 
 	 7.218750 
 	 7.234375 
 	 7.250000 
 	 7.265625 
 	 7.281250 
 	 7.296875 
 	 7.312500 
 	 7.328125 
 	 7.343750 
 	 7.359375 
 	 7.375000 
 	 7.390625 
 	 7.406250 
 	 7.421875 
 	 7.437500 
 	 7.453125 
 	 7.468750 
 	 7.484375 
 	 7.500000 
 	 7.515625 
 	 7.531250 
 	 7.546875 
 	 7.562500 
 	 7.578125 
 	 7.593750 
 	 7.609375 
 	 7.625000 
 	 7.640625 
 	 7.656250 
 	 7.671875 
 	 7.687500 
 	 7.703125 
 	 7.718750 
 	 7.734375 
 	 7.750000 
 	 7.765625 
 	 7.781250 
 	 7.796875 
 	 7.812500 
 	 7.828125 
 	 7.843750 
 	 7.859375 
 	 7.875000 
 	 7.890625 
 	 7.906250 
 	 7.921875 
 	 7.937500 
 	 7.953125 
 	 7.968750 
 	 7.984375 
 	 8.000000 
 	 8.015625 
 	 8.031250 
 	 8.046875 
 	 8.062500 
 	 8.078125 
 	 8.093750 
 	 8.109375 
 	 8.125000 
 	 8.140625 
 	 8.156250 
 	 8.171875 
 	 8.187500 
 	 8.203125 
 	 8.218750 
 	 8.234375 
 	 8.250000 
 	 8.265625 
 	 8.281250 
 	 8.296875 
 	 8.312500 
 	 8.328125 
 	 8.343750 
 	 8.359375 
 	 8.375000 
 	 8.390625 
 	 8.406250 
 	 8.421875 
 	 8.437500 
 	 8.453125 
 	 8.468750 
 	 8.484375 
 	 8.500000 
 	 8.515625 
 	 8.531250 
 	 8.546875 
 	 8.562500 
 	 8.578125 
 	 8.593750 
 	 8.609375 
 	 8.625000 
 	 8.640625 
 	 8.656250 
 	 8.671875 
 	 8.687500 
 	 8.703125 
 	 8.718750 
 	 8.734375 
 	 8.750000 
 	 8.765625 
 	 8.781250 
 	 8.796875 
 	 8.812500 
 	 8.828125 
 	 8.843750 
 	 8.859375 
 	 8.875000 
 	 8.890625 
 	 8.906250 
 	 8.921875 
 	 8.937500 
 	 8.953125 
 	 8.968750 
 	 8.984375 
 	 9.000000 
 	 9.015625 
 	 9.031250 
 	 9.046875 
 	 9.062500 
 	 9.078125 
 	 9.093750 
 	 9.109375 
 	 9.125000 
 	 9.140625 
 	 9.156250 
 	 9.171875 
 	 9.187500 
 	 9.203125 
 	 9.218750 
 	 9.234375 
 	 9.250000 
 	 9.265625 
 	 9.281250 
 	 9.296875 
 	 9.312500 
 	 9.328125 
 	 9.343750 
 	 9.359375 
 	 9.375000 
 	 9.390625 
 	 9.406250 
 	 9.421875 
 	 9.437500 
 	 9.453125 
 	 9.468750 
 	 9.484375 
 	 9.500000 
 	 9.515625 
 	 9.531250 
 	 9.546875 
 	 9.562500 
 	 9.578125 
 	 9.593750 
 	 9.609375 
 	 9.625000 
 	 9.640625 
 	 9.656250 
 	 9.671875 
 	 9.687500 
 	 9.703125 
 	 9.718750 
 	 9.734375 
 	 9.750000 
 	 9.765625 
 	 9.781250 
 	 9.796875 
 	 9.812500 
 	 9.828125 
 	 9.843750 
 	 9.859375 
 	 9.875000 
 	 9.890625 
 	 9.906250 
 	 9.921875 
 	 9.937500 
 	 9.953125 
 	 9.968750 
 	 9.984375 
 	 10.000000 
 	 10.015625 
 	 10.031250 
 	 10.046875 
 	 10.062500 
 	 10.078125 
 	 10.093750 
 	 10.109375 
 	 10.125000 
 	 10.140625 
 	 10.156250 
 	 10.171875 
 	 10.187500 
 	 10.203125 
 	 10.218750 
 	 10.234375 
 	 10.250000 
 	 10.265625 
 	 10.281250 
 	 10.296875 
 	 10.312500 
 	 10.328125 
 	 10.343750 
 	 10.359375 
 	 10.375000 
 	 10.390625 
 	 10.406250 
 	 10.421875 
 	 10.437500 
 	 10.453125 
 	 10.468750 
 	 10.484375 
 	 10.500000 
 	 10.515625 
 	 10.531250 
 	 10.546875 
 	 10.562500 
 	 10.578125 
 	 10.593750 
 	 10.609375 
 	 10.625000 
 	 10.640625 
 	 10.656250 
 	 10.671875 
 	 10.687500 
 	 10.703125 
 	 10.718750 
 	 10.734375 
 	 10.750000 
 	 10.765625 
 	 10.781250 
 	 10.796875 
 	 10.812500 
 	 10.828125 
 	 10.843750 
 	 10.859375 
 	 10.875000 
 	 10.890625 
 	 10.906250 
 	 10.921875 
 	 10.937500 
 	 10.953125 
 	 10.968750 
 	 10.984375 
 	 11.000000 
 	 11.015625 
 	 11.031250 
 	 11.046875 
 	 11.062500 
 	 11.078125 
 	 11.093750 
 	 11.109375 
 	 11.125000 
 	 11.140625 
 	 11.156250 
 	 11.171875 
 	 11.187500 
 	 11.203125 
 	 11.218750 
 	 11.234375 
 	 11.250000 
 	 11.265625 
 	 11.281250 
 	 11.296875 
 	 11.312500 
 	 11.328125 
 	 11.343750 
 	 11.359375 
 	 11.375000 
 	 11.390625 
 	 11.406250 
 	 11.421875 
 	 11.437500 
 	 11.453125 
 	 11.468750 
 	 11.484375 
 	 11.500000 
 	 11.515625 
 	 11.531250 
 	 11.546875 
 	 11.562500 
 	 11.578125 
 	 11.593750 
 	 11.609375 
 	 11.625000 
 	 11.640625 
 	 11.656250 
 	 11.671875 
 	 11.687500 
 	 11.703125 
 	 11.718750 
 	 11.734375 
 	 11.750000 
 	 11.765625 
 	 11.781250 
 	 11.796875 
 	 11.812500 
 	 11.828125 
 	 11.843750 
 	 11.859375 
 	 11.875000 
 	 11.890625 
 	 11.906250 
 	 11.921875 
 	 11.937500 
 	 11.953125 
 	 11.968750 
 	 11.984375 
 	 12.000000 
 	 12.015625 
 	 12.031250 
 	 12.046875 
 	 12.062500 
 	 12.078125 
 	 12.093750 
 	 12.109375 
 	 12.125000 
 	 12.140625 
 	 12.156250 
 	 12.171875 
 	 12.187500 
 	 12.203125 
 	 12.218750 
 	 12.234375 
 	 12.250000 
 	 12.265625 
 	 12.281250 
 	 12.296875 
 	 12.312500 
 	 12.328125 
 	 12.343750 
 	 12.359375 
 	 12.375000 
 	 12.390625 
 	 12.406250 
 	 12.421875 
 	 12.437500 
 	 12.453125 
 	 12.468750 
 	 12.484375 
 	 12.500000 
 	 12.515625 
 	 12.531250 
 	 12.546875 
 	 12.562500 
 	 12.578125 
 	 12.593750 
 	 12.609375 
 	 12.625000 
 	 12.640625 
 	 12.656250 
 	 12.671875 
 	 12.687500 
 	 12.703125 
 	 12.718750 
 	 12.734375 
 	 12.750000 
 	 12.765625 
 	 12.781250 
 	 12.796875 
 	 12.812500 
 	 12.828125 
 	 12.843750 
 	 12.859375 
 	 12.875000 
 	 12.890625 
 	 12.906250 
 	 12.921875 
 	 12.937500 
 	 12.953125 
 	 12.968750 
 	 12.984375 
 	 13.000000 
 	 13.015625 
 	 13.031250 
 	 13.046875 
 	 13.062500 
 	 13.078125 
 	 13.093750 
 	 13.109375 
 	 13.125000 
 	 13.140625 
 	 13.156250 
 	 13.171875 
 	 13.187500 
 	 13.203125 
 	 13.218750 
 	 13.234375 
 	 13.250000 
 	 13.265625 
 	 13.281250 
 	 13.296875 
 	 13.312500 
 	 13.328125 
 	 13.343750 
 	 13.359375 
 	 13.375000 
 	 13.390625 
 	 13.406250 
 	 13.421875 
 	 13.437500 
 	 13.453125 
 	 13.468750 
 	 13.484375 
 	 13.500000 
 	 13.515625 
 	 13.531250 
 	 13.546875 
 	 13.562500 
 	 13.578125 
 	 13.593750 
 	 13.609375 
 	 13.625000 
 	 13.640625 
 	 13.656250 
 	 13.671875 
 	 13.687500 
 	 13.703125 
 	 13.718750 
 	 13.734375 
 	 13.750000 
 	 13.765625 
 	 13.781250 
 	 13.796875 
 	 13.812500 
 	 13.828125 
 	 13.843750 
 	 13.859375 
 	 13.875000 
 	 13.890625 
 	 13.906250 
 	 13.921875 
 	 13.937500 
 	 13.953125 
 	 13.968750 
 	 13.984375 
 	 14.000000 
 	 14.015625 
 	 14.031250 
 	 14.046875 
 	 14.062500 
 	 14.078125 
 	 14.093750 
 	 14.109375 
 	 14.125000 
 	 14.140625 
 	 14.156250 
 	 14.171875 
 	 14.187500 
 	 14.203125 
 	 14.218750 
 	 14.234375 
 	 14.250000 
 	 14.265625 
 	 14.281250 
 	 14.296875 
 	 14.312500 
 	 14.328125 
 	 14.343750 
 	 14.359375 
 	 14.375000 
 	 14.390625 
 	 14.406250 
 	 14.421875 
 	 14.437500 
 	 14.453125 
 	 14.468750 
 	 14.484375 
 	 14.500000 
 	 14.515625 
 	 14.531250 
 	 14.546875 
 	 14.562500 
 	 14.578125 
 	 14.593750 
 	 14.609375 
 	 14.625000 
 	 14.640625 
 	 14.656250 
 	 14.671875 
 	 14.687500 
 	 14.703125 
 	 14.718750 
 	 14.734375 
 	 14.750000 
 	 14.765625 
 	 14.781250 
 	 14.796875 
 	 14.812500 
 	 14.828125 
 	 14.843750 
 	 14.859375 
 	 14.875000 
 	 14.890625 
 	 14.906250 
 	 14.921875 
 	 14.937500 
 	 14.953125 
 	 14.968750 
 	 14.984375 
 	 15.000000 
 	 15.015625 
 	 15.031250 
 	 15.046875 
 	 15.062500 
 	 15.078125 
 	 15.093750 
 	 15.109375 
 	 15.125000 
 	 15.140625 
 	 15.156250 
 	 15.171875 
 	 15.187500 
 	 15.203125 
 	 15.218750 
 	 15.234375 
 	 15.250000 
 	 15.265625 
 	 15.281250 
 	 15.296875 
 	 15.312500 
 	 15.328125 
 	 15.343750 
 	 15.359375 
 	 15.375000 
 	 15.390625 
 	 15.406250 
 	 15.421875 
 	 15.437500 
 	 15.453125 
 	 15.468750 
 	 15.484375 
 	 15.500000 
 	 15.515625 
 	 15.531250 
 	 15.546875 
 	 15.562500 
 	 15.578125 
 	 15.593750 
 	 15.609375 
 	 15.625000 
 	 15.640625 
 	 15.656250 
 	 15.671875 
 	 15.687500 
 	 15.703125 
 	 15.718750 
 	 15.734375 
 	 15.750000 
 	 15.765625 
 	 15.781250 
 	 15.796875 
 	 15.812500 
 	 15.828125 
 	 15.843750 
 	 15.859375 
 	 15.875000 
 	 15.890625 
 	 15.906250 
 	 15.921875 
 	 15.937500 
 	 15.953125 
 	 15.968750 
 	 15.984375 
 	 16.000000 
 	 16.015625 
 	 16.031250 
 	 16.046875 
 	 16.062500 
 	 16.078125 
 	 16.093750 
 	 16.109375 
 	 16.125000 
 	 16.140625 
 	 16.156250 
 	 16.171875 
 	 16.187500 
 	 16.203125 
 	 16.218750 
 	 16.234375 
 	 16.250000 
 	 16.265625 
 	 16.281250 
 	 16.296875 
 	 16.312500 
 	 16.328125 
 	 16.343750 
 	 16.359375 
 	 16.375000 
 	 16.390625 
 	 16.406250 
 	 16.421875 
 	 16.437500 
 	 16.453125 
 	 16.468750 
 	 16.484375 
 	 16.500000 
 	 16.515625 
 	 16.531250 
 	 16.546875 
 	 16.562500 
 	 16.578125 
 	 16.593750 
 	 16.609375 
 	 16.625000 
 	 16.640625 
 	 16.656250 
 	 16.671875 
 	 16.687500 
 	 16.703125 
 	 16.718750 
 	 16.734375 
 	 16.750000 
 	 16.765625 
 	 16.781250 
 	 16.796875 
 	 16.812500 
 	 16.828125 
 	 16.843750 
 	 16.859375 
 	 16.875000 
 	 16.890625 
 	 16.906250 
 	 16.921875 
 	 16.937500 
 	 16.953125 
 	 16.968750 
 	 16.984375 
 	 17.000000 
 	 17.015625 
 	 17.031250 
 	 17.046875 
 	 17.062500 
 	 17.078125 
 	 17.093750 
 	 17.109375 
 	 17.125000 
 	 17.140625 
 	 17.156250 
 	 17.171875 
 	 17.187500 
 	 17.203125 
 	 17.218750 
 	 17.234375 
 	 17.250000 
 	 17.265625 
 	 17.281250 
 	 17.296875 
 	 17.312500 
 	 17.328125 
 	 17.343750 
 	 17.359375 
 	 17.375000 
 	 17.390625 
 	 17.406250 
 	 17.421875 
 	 17.437500 
 	 17.453125 
 	 17.468750 
 	 17.484375 
 	 17.500000 
 	 17.515625 
 	 17.531250 
 	 17.546875 
 	 17.562500 
 	 17.578125 
 	 17.593750 
 	 17.609375 
 	 17.625000 
 	 17.640625 
 	 17.656250 
 	 17.671875 
 	 17.687500 
 	 17.703125 
 	 17.718750 
 	 17.734375 
 	 17.750000 
 	 17.765625 
 	 17.781250 
 	 17.796875 
 	 17.812500 
 	 17.828125 
 	 17.843750 
 	 17.859375 
 	 17.875000 
 	 17.890625 
 	 17.906250 
 	 17.921875 
 	 17.937500 
 	 17.953125 
 	 17.968750 
 	 17.984375 
 	 18.000000 
 	 18.015625 
 	 18.031250 
 	 18.046875 
 	 18.062500 
 	 18.078125 
 	 18.093750 
 	 18.109375 
 	 18.125000 
 	 18.140625 
 	 18.156250 
 	 18.171875 
 	 18.187500 
 	 18.203125 
 	 18.218750 
 	 18.234375 
 	 18.250000 
 	 18.265625 
 	 18.281250 
 	 18.296875 
 	 18.312500 
 	 18.328125 
 	 18.343750 
 	 18.359375 
 	 18.375000 
 	 18.390625 
 	 18.406250 
 	 18.421875 
 	 18.437500 
 	 18.453125 
 	 18.468750 
 	 18.484375 
 	 18.500000 
 	 18.515625 
 	 18.531250 
 	 18.546875 
 	 18.562500 
 	 18.578125 
 	 18.593750 
 	 18.609375 
 	 18.625000 
 	 18.640625 
 	 18.656250 
 	 18.671875 
 	 18.687500 
 	 18.703125 
 	 18.718750 
 	 18.734375 
 	 18.750000 
 	 18.765625 
 	 18.781250 
 	 18.796875 
 	 18.812500 
 	 18.828125 
 	 18.843750 
 	 18.859375 
 	 18.875000 
 	 18.890625 
 	 18.906250 
 	 18.921875 
 	 18.937500 
 	 18.953125 
 	 18.968750 
 	 18.984375 
 	 19.000000 
 	 19.015625 
 	 19.031250 
 	 19.046875 
 	 19.062500 
 	 19.078125 
 	 19.093750 
 	 19.109375 
 	 19.125000 
 	 19.140625 
 	 19.156250 
 	 19.171875 
 	 19.187500 
 	 19.203125 
 	 19.218750 
 	 19.234375 
 	 19.250000 
 	 19.265625 
 	 19.281250 
 	 19.296875 
 	 19.312500 
 	 19.328125 
 	 19.343750 
 	 19.359375 
 	 19.375000 
 	 19.390625 
 	 19.406250 
 	 19.421875 
 	 19.437500 
 	 19.453125 
 	 19.468750 
 	 19.484375 
 	 19.500000 
 	 19.515625 
 	 19.531250 
 	 19.546875 
 	 19.562500 
 	 19.578125 
 	 19.593750 
 	 19.609375 
 	 19.625000 
 	 19.640625 
 	 19.656250 
 	 19.671875 
 	 19.687500 
 	 19.703125 
 	 19.718750 
 	 19.734375 
 	 19.750000 
 	 19.765625 
 	 19.781250 
 	 19.796875 
 	 19.812500 
 	 19.828125 
 	 19.843750 
 	 19.859375 
 	 19.875000 
 	 19.890625 
 	 19.906250 
 	 19.921875 
 	 19.937500 
 	 19.953125 
 	 19.968750 
 	 19.984375 
 	 20.000000 
 	 20.015625 
 	 20.031250 
 	 20.046875 
 	 20.062500 
 	 20.078125 
 	 20.093750 
 	 20.109375 
 	 20.125000 
 	 20.140625 
 	 20.156250 
 	 20.171875 
 	 20.187500 
 	 20.203125 
 	 20.218750 
 	 20.234375 
 	 20.250000 
 	 20.265625 
 	 20.281250 
 	 20.296875 
 	 20.312500 
 	 20.328125 
 	 20.343750 
 	 20.359375 
 	 20.375000 
 	 20.390625 
 	 20.406250 
 	 20.421875 
 	 20.437500 
 	 20.453125 
 	 20.468750 
 	 20.484375 
 	 20.500000 
 	 20.515625 
 	 20.531250 
 	 20.546875 
 	 20.562500 
 	 20.578125 
 	 20.593750 
 	 20.609375 
 	 20.625000 
 	 20.640625 
 	 20.656250 
 	 20.671875 
 	 20.687500 
 	 20.703125 
 	 20.718750 
 	 20.734375 
 	 20.750000 
 	 20.765625 
 	 20.781250 
 	 20.796875 
 	 20.812500 
 	 20.828125 
 	 20.843750 
 	 20.859375 
 	 20.875000 
 	 20.890625 
 	 20.906250 
 	 20.921875 
 	 20.937500 
 	 20.953125 
 	 20.968750 
 	 20.984375 
 	 21.000000 
 	 21.015625 
 	 21.031250 
 	 21.046875 
 	 21.062500 
 	 21.078125 
 	 21.093750 
 	 21.109375 
 	 21.125000 
 	 21.140625 
 	 21.156250 
 	 21.171875 
 	 21.187500 
 	 21.203125 
 	 21.218750 
 	 21.234375 
 	 21.250000 
 	 21.265625 
 	 21.281250 
 	 21.296875 
 	 21.312500 
 	 21.328125 
 	 21.343750 
 	 21.359375 
 	 21.375000 
 	 21.390625 
 	 21.406250 
 	 21.421875 
 	 21.437500 
 	 21.453125 
 	 21.468750 
 	 21.484375 
 	 21.500000 
 	 21.515625 
 	 21.531250 
 	 21.546875 
 	 21.562500 
 	 21.578125 
 	 21.593750 
 	 21.609375 
 	 21.625000 
 	 21.640625 
 	 21.656250 
 	 21.671875 
 	 21.687500 
 	 21.703125 
 	 21.718750 
 	 21.734375 
 	 21.750000 
 	 21.765625 
 	 21.781250 
 	 21.796875 
 	 21.812500 
 	 21.828125 
 	 21.843750 
 	 21.859375 
 	 21.875000 
 	 21.890625 
 	 21.906250 
 	 21.921875 
 	 21.937500 
 	 21.953125 
 	 21.968750 
 	 21.984375 
 	 22.000000 
 	 22.015625 
 	 22.031250 
 	 22.046875 
 	 22.062500 
 	 22.078125 
 	 22.093750 
 	 22.109375 
 	 22.125000 
 	 22.140625 
 	 22.156250 
 	 22.171875 
 	 22.187500 
 	 22.203125 
 	 22.218750 
 	 22.234375 
 	 22.250000 
 	 22.265625 
 	 22.281250 
 	 22.296875 
 	 22.312500 
 	 22.328125 
 	 22.343750 
 	 22.359375 
 	 22.375000 
 	 22.390625 
 	 22.406250 
 	 22.421875 
 	 22.437500 
 	 22.453125 
 	 22.468750 
 	 22.484375 
 	 22.500000 
 	 22.515625 
 	 22.531250 
 	 22.546875 
 	 22.562500 
 	 22.578125 
 	 22.593750 
 	 22.609375 
 	 22.625000 
 	 22.640625 
 	 22.656250 
 	 22.671875 
 	 22.687500 
 	 22.703125 
 	 22.718750 
 	 22.734375 
 	 22.750000 
 	 22.765625 
 	 22.781250 
 	 22.796875 
 	 22.812500 
 	 22.828125 
 	 22.843750 
 	 22.859375 
 	 22.875000 
 	 22.890625 
 	 22.906250 
 	 22.921875 
 	 22.937500 
 	 22.953125 
 	 22.968750 
 	 22.984375 
 	 23.000000 
 	 23.015625 
 	 23.031250 
 	 23.046875 
 	 23.062500 
 	 23.078125 
 	 23.093750 
 	 23.109375 
 	 23.125000 
 	 23.140625 
 	 23.156250 
 	 23.171875 
 	 23.187500 
 	 23.203125 
 	 23.218750 
 	 23.234375 
 	 23.250000 
 	 23.265625 
 	 23.281250 
 	 23.296875 
 	 23.312500 
 	 23.328125 
 	 23.343750 
 	 23.359375 
 	 23.375000 
 	 23.390625 
 	 23.406250 
 	 23.421875 
 	 23.437500 
 	 23.453125 
 	 23.468750 
 	 23.484375 
 	 23.500000 
 	 23.515625 
 	 23.531250 
 	 23.546875 
 	 23.562500 
 	 23.578125 
 	 23.593750 
 	 23.609375 
 	 23.625000 
 	 23.640625 
 	 23.656250 
 	 23.671875 
 	 23.687500 
 	 23.703125 
 	 23.718750 
 	 23.734375 
 	 23.750000 
 	 23.765625 
 	 23.781250 
 	 23.796875 
 	 23.812500 
 	 23.828125 
 	 23.843750 
 	 23.859375 
 	 23.875000 
 	 23.890625 
 	 23.906250 
 	 23.921875 
 	 23.937500 
 	 23.953125 
 	 23.968750 
 	 23.984375 
 	 24.000000 
 	 24.015625 
 	 24.031250 
 	 24.046875 
 	 24.062500 
 	 24.078125 
 	 24.093750 
 	 24.109375 
 	 24.125000 
 	 24.140625 
 	 24.156250 
 	 24.171875 
 	 24.187500 
 	 24.203125 
 	 24.218750 
 	 24.234375 
 	 24.250000 
 	 24.265625 
